if father deceased,MOTHER_IDENTITY,father's forename,death code A,father's occupation,month,FATHER_BIRTH_RECORD_IDENTITY,mar,year,SPOUSE_BIRTH_RECORD_IDENTITY,occupation,mother's occupation,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,father's surname,day,marital status,death code B,Birth,forename(s) of deceased,if mother deceased,age at death,FATHER_IDENTITY,mother's forename,SPOUSE_MARRIAGE_RECORD_IDENTITY,mother's maiden surname,name of spouse,SPOUSE_IDENTITY,spouse's occ,death code C,address,sex,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes1,DECEASED_IDENTITY,surname of deceased
,954,Daniel,I64.01,,APRIL,1013,,1873,,PAUPER LATE DOMESTIC SERVANT,,1410,299,Rodriguez,15,S,,1410,Mary,D,81,1013,Maggie,,Prochazka,,,,,"1 Marshal Keith Drive, Waterside, Aberdeenshire",F,1410,954,SYNTHETIC DATA PRODUCED USING VALIPOP,1410,Rodriguez
,2128,Olivier,C80.90,,FEBRUARY,2429,1049,1891,3329,COTTON THREAD FACTORY WORKER,,2776,716,Jones,18,M,,2776,Margaret,,44,2429,Maria,1049,Delic,Samuel Mohamed,3329,AG LAB,,"82 Glebe Park, Highland",F,2776,2128,SYNTHETIC DATA PRODUCED USING VALIPOP,2776,Jones
,3396,Dylan,R99.01,,NOVEMBER,3395,979,1918,2669, ,,3399,891,Liepins,24,M,,3399,Sarah,,71,3395,Ava,979,,William Schroeder,2669,LANDED PROPRIETOR,,"2 Ailsa Place, Girvan, South Ayrshire",F,3399,3396,SYNTHETIC DATA PRODUCED USING VALIPOP,3399,Liepins
,3887,Frederik,R54.05,,NOVEMBER,3886,1036,1938,3883,WIDOW OF GROCER,,3884,1037,Perez,9,W,R53.03,3884,Natalie,,92,3886,Sophie,1036,,Aaron Bouchard,3883,FARMER OF 23 ACRES,,"250 Robertson Road, Westfield, Cupar",F,3884,3887,SYNTHETIC DATA PRODUCED USING VALIPOP,3884,Melnyk
D,2486,David,R54.05,,JANUARY,1859,1040,1938,3630,(FORMERLY) DOMESTIC SERVANT,,2764,681,Larsson,13,W,M79.00,2764,Rose,D,91,1859,Merve,1040,Muratovic,Alessandro Gelashvili,3630,PAUPER (FORMERLY CATTLE HERD),,"1 North Street, Borrowfield, Montrose",F,2764,2486,SYNTHETIC DATA PRODUCED USING VALIPOP,2764,Larsson
D,2202,Tyler,I64.01,,AUGUST,2491,918,1938,2859,PIRN WINDER,,2778,717,Soto,6,W,,2778,Maria,D,91,2491,Elizabeth,918,Fernandez,Matthew Jones,2859,FARMER OF 6 ACRES,,"2183 Main Street, South Ayrshire",F,2778,2202,SYNTHETIC DATA PRODUCED USING VALIPOP,2778,Soto
,2006,Andrea,A16.96,,APRIL,2239,,1855,, ,,2796,689,Szabo,13,S,,2796,Sarah,,7,2239,Emma,,Larsen,,,,,"86 Bay View Terrace, Dumfries and Galloway",F,2796,2006,SYNTHETIC DATA PRODUCED USING VALIPOP,2796,Szabo
D,2072,Donald,R60.91,,NOVEMBER,2021,,1883,,COTTON FACTORY WORKER,missing,2800,696,Markovc,19,M,,2800,Eliza,,36,2021,Alice,,Larsen,,,missing,,"1 Shepherd Lane, Kiriton, Angus",F,2800,2072,SYNTHETIC DATA PRODUCED USING VALIPOP,2800,Markovic
,3007,Michael,A16.22,,MARCH,3006,911,1883,2601, ,,3013,785,Mohamed,13,M,,3013,Aldona,,35,3006,Sophie,911,Karlsson,Bernard Harutyunyan,2601,SHOE MAKER,,"1 Smedheugh, Scottish Borders",F,3013,3007,SYNTHETIC DATA PRODUCED USING VALIPOP,3013,Mohamed
,2024,David,K63.90,,DECEMBER,2157,980,1887,2891,SEAMSTRESS,,2798,723,Celik,12,R,N95.90,2798,Annie,,40,2157,Jessie,980,Larsen,Lukas Lopez,2891,GENERAL LABOURER,,"1 Russell Drive, Dalry, North Ayrshire",F,2798,2024,SYNTHETIC DATA PRODUCED USING VALIPOP,2798,Celik
,3396,Dylan,A01.00,,NOVEMBER,3395,896,1887,2959,PLUMBER WIFE,,3398,891,Liepins,4,M,,3398,Amy,,40,3395,Ava,896,,Lachlan Watanabe,2959,PLOUGHMAN,,"1 Wilton Park Road, Wilton Dean, Hawick",F,3398,3396,SYNTHETIC DATA PRODUCED USING VALIPOP,3398,Liepins
D,1127,WILLIAMS,R54.05,,12,823,598,1876,1445,missing,,1406,286,William,OCTOBER,missing,,1406,Annie,,83,823,Madison,598,Stojanovic,William STEWART,1445,?ABOURER,,"1 Mid Lane, Perth and Kinross",F,1406,1127,SYNTHETIC DATA PRODUCED USING VALIPOP,1406,WILLIAMS
D,2230,William,R99.00,,NOVEMBER,1905,,1922,,PAUPER,,2830,733,Larsson,23,S,,2830,Margaret,D,74,1905,Jane,,Markovic,,,,,"1 Bracklinn Road, Drumardoch Farm, Callander",F,2830,2230,SYNTHETIC DATA PRODUCED USING VALIPOP,2830,Larsson
D,2492,David,R54.05,,SEPTEMBER,1995,1032,1929,3854,GARDENER (MASTER),,2824,705,Sanchez,24,W,R53.03,2824,Jane,,81,1995,Antonia,1032,Soto,Aaron Bogdanov,3854,CORN MILLER,,"1 Inchmurrin Drive, Riccarton, Kilmarnock",F,2824,2492,SYNTHETIC DATA PRODUCED USING VALIPOP,2824,Sanchez
D,2128,Olivier,R53.03,,APRIL,2429,957,1929,3309,BOARDER,,2826,716,Jones,11,W,R54.05,2826,Isabella,D,80,2429,Maria,957,Delic,Conor Mulder,3309,CROFTER,,"45 Stewart Place, East Ayrshire",F,2826,2128,SYNTHETIC DATA PRODUCED USING VALIPOP,2826,Jones
,2858,Jones,R99.01,missing,MARCH,2857,969,1929,2801, ,,2860,744,Piotr,18,missing,,2860,Miu,D,80,2857,Sara,969,Mayer,George Sanchez,2801,HOUSE JOINER,,"1 Eglinton Crescent, Troon, South Ayrshire",F,2860,2858,SYNTHETIC DATA PRODUCED USING VALIPOP,2860,Jones
D,3331,Ryan,I51.90,,NOVEMBER,3330,1031,1930,3115, ,,3335,874,White,3,M,,3335,Anna,D,81,3330,Aada,1031,Toth,Thos Sanchez,3115,DRAIN LAB,,"3 Grubbit Mill, Scottish Borders",F,3335,3331,SYNTHETIC DATA PRODUCED USING VALIPOP,3335,White
,1836,Samuel,A16.96,,MARCH,1673,,1887,,MA?ON WIFE,missing,2846,599,Smith,2,S,,2846,?n?,,37,1673,Jeannie,,Schroeder,,,,,"2 Crosbie Road, Troon, South Ayrshire",F,2846,1836,SYNTHETIC DATA PRODUCED USING VALIPOP,2846,Smith
D,2430,George,R99.01,,APRIL,2053,,1891,, ,,2852,690,Grech,13,S,,2852,Catherine,,41,2053,Aada,,Jones,,,,,"105 Glen Gardens, Braeleny Farm, Callander",F,2852,2430,SYNTHETIC DATA PRODUCED USING VALIPOP,2852,Grech
,4015,Jon,C50.90,,AUGUST,4014,1069,1892,4007, ,,4008,1071,Gospodinov,29,M,,4008,Katerina,,43,4014,Viktoria,1069,,Davide Santos,4007,FISHERMAN,,"1 Stories Park, Woodlaw, East Lothian",F,4008,4015,SYNTHETIC DATA PRODUCED USING VALIPOP,4008,Russo
,2122,Antanas,R99.01,,DECEMBER,2374,1098,1892,3010, ,,2854,741,Paulauskas,20,R,,2854,Mary,D,43,2374,Ellen,1098,Markovic,Arnau Mohamed,3010,JEWELLER,,"121 Kirkhill, Dumfries and Galloway",F,2854,2122,SYNTHETIC DATA PRODUCED USING VALIPOP,2854,Paulauskas
D,3275,Tobia?,I72.90,,OCTOBER,3274,920,1910,2671,missing,,3278,859,Rossi,14,W,,3278,Isabella,,60,3274,Meier,920,Lea,Thomas Szabo,2671,FARMER OF 62 ACRES EMPLOYING 3 MEN AND 1 WOMAN,,"1 St Clair Terrace, Troon, South Ayrshire",F,3278,3275,SYNTHETIC DATA PRODUCED USING VALIPOP,3278,Rossi
,3129,Ryan,I50.01,,FEBRUARY,3128,818,1865,3122, ,,3123,820,Ivanovic,8,M,,3123,Olivia,,72,3128,Amy,818,,Fabio Zielinski,3122, ,,"1 Gasclune Gardens, North Berwick, East Lothian",F,3123,3129,SYNTHETIC DATA PRODUCED USING VALIPOP,3123,Le
,4044,Matas,K65.90,,AUGUST,4043,1077,1910,4035, ,,4036,1078,Hernandez,21,M,,4036,Mateja,,60,4043,Sarah,1077,,Julen Tkachenko,4035, ,,"1 Balcastle Road, Holehousemuir, Falkirk",F,4036,4044,SYNTHETIC DATA PRODUCED USING VALIPOP,4036,Brown
,2006,Andrea,R60.91,,MAY,2239,,1876,,SCHOLAR,,2876,689,Szabo,1,M,,2876,Elizath,,26,2239,Emma,,Larsen,,,,,"4 Garnock Street, Dalry, North Ayrshire",F,2876,2006,SYNTHETIC DATA PRODUCED USING VALIPOP,2876,Szabo
,2230,William,A16.41,,JANUARY,1905,930,1876,2715,BLEACHFIELD HAND,,2884,733,Larsson,22,M,,2884,Sibyl,,25,1905,Jane,930,Markovic,Joseph CONLLY,2715,CARRIER,,"1 Old St. Andrews Road, Rummond, Fife",F,2884,2230,SYNTHETIC DATA PRODUCED USING VALIPOP,2884,Larsson
,3275,Tobias,G83.90,,JULY,3274,929,1876,2795, ,,3277,859,Rossi,4,W,,3277,Milana,D,26,3274,Lea,929,Meier,James HUNTER,2795,AG LAB,,"1 Pinewood Walk, Berryhill, Strathaven",F,3277,3275,SYNTHETIC DATA PRODUCED USING VALIPOP,3277,Rossi
,3007,Michael,O85.01,,JUNE,3006,932,1889,2509,DRESSMAKER,,3012,785,Mohamed,5,R,M79.00,3012,Alessia,,38,3006,Sophie,932,Karlsson,David Thill,2509,FARMER 18 ACRES,,"1 Auchans Drive, South Ayrshire",F,3012,3007,SYNTHETIC DATA PRODUCED USING VALIPOP,3012,Mohamed
,3331,Ryan,A16.96,,MARCH,3330,888,1889,2721,DOMESTIC SERVANT,,3334,874,White,20,M,,3334,Jessica,,38,3330,Aada,888,Toth,John Sepp,2721,STOREMAN,,"1 Thirlestane Drive, The Luggie, Lauder",F,3334,3331,SYNTHETIC DATA PRODUCED USING VALIPOP,3334,White
,1996,William,R99.01,,SEPTEMBER,2614,,1855,, ,,2902,715,Virtanen,6,S,,2902,Barbara,,4,2614,Margaret,,Markovic,,,,,"2 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",F,2902,1996,SYNTHETIC DATA PRODUCED USING VALIPOP,2902,Virtanen
D,2398,Joshua,P07.30,,21,2528,,1855,, ,,2906,755,Horvt,JANUARY,missing,,2906,Helen,,3,2528,Green,,Sara,,,,,"2 Smiddy Park, Aberdeenshire",F,2906,2398,SYNTHETIC DATA PRODUCED USING VALIPOP,2906,Horvat
,5122,Jon,J11.10,,JANUARY,5121,1380,1924,5116, ,,5117,1382,Wozniak,8,M,J81.01,5117,Alice,,72,5121,Maria,1380,,Ryan Johnson,5116,FARMER OF 60 ACRES,,"1 Langton Crescent, Calderwood, East Calder",F,5117,5122,SYNTHETIC DATA PRODUCED USING VALIPOP,5117,Mamedovi
,4616,Andrea,J42.00,,DECEMBER,4615,1247,1918,4609, ,,4610,1249,Perez,22,W,J11.10,4610,Lena,,67,4615,Katrin,1247,,Aaron Moreau,4609,FARMER OF 100 AC EMPLOYING TWO LAB,,"1 Harbour Road, Tayport, Fife",F,4610,4616,SYNTHETIC DATA PRODUCED USING VALIPOP,4610,Ozdemir
D,974,James,A09.02,,DECEMBER,809,491,1870,1305, ,,1428,336,STEWART,30,D,,1428,Elizabeth,D,77,809,Ann,491,CARRUTHERS,Alexander Sanchez,1305,AGL LABR,,"2 Kerse Avenue, North Ayrshire",F,1428,974,SYNTHETIC DATA PRODUCED USING VALIPOP,1428,STEWART
D,2202,Tyler,A75.90,,NOVEMBER,2491,1116,1892,4148,MASON'S WIFE,,2908,717,Soto,19,R,,2908,Jane,,41,2491,Elizabeth,1116,Fernandez,Jack Dumitru,4148, ,,"253 Golf Course Road, Girvan, South Ayrshire",F,2908,2202,SYNTHETIC DATA PRODUCED USING VALIPOP,2908,Soto
D,2410,Matthew,A16.91,,JANUARY,2653,945,1895,2829, ,,2912,758,Rojas,13,W,,2912,Isobella,D,43,2653,Bridget,945,White,Wm Soto,2829,LABEROUR,,"22 Kildoon Drive, Maybole, South Ayrshire",F,2912,2410,SYNTHETIC DATA PRODUCED USING VALIPOP,2912,Rojas
,1718,George,R53.03,,JANUARY,1815,,1856,, ,,2920,762,HUNTER,3,S,,2920,Mary,,3,1815,Elisabeth,,Schroeder,,,,,"1 Ashwell Place, Scottish Borders",F,2920,1718,SYNTHETIC DATA PRODUCED USING VALIPOP,2920,HUNTER
,2242,Franc,B05.90,,MAY,2263,,1856,, ,,2922,687,White,1,S,A09.02,2922,Grace,,3,2263,Anna,,Szabo,,,,,"92 The Green, East Lothian",F,2922,2242,SYNTHETIC DATA PRODUCED USING VALIPOP,2922,White
,2083,Noah,J40.01,,MAY,2554,,1856,, ,,2924,739,Martinez,17,S,,2924,Maahtinez,D,3,2554,Martina,,Rasmsusen,,,,,"1 Clearways Lane, Argyll and Bute",F,2924,2083,SYNTHETIC DATA PRODUCED USING VALIPOP,2924,Maggie
,2086,Guiseggio,R50.90,,SEPTEMBER,2361,,1862,, ,,2926,763,Visser,18,S,J81.01,2926,Letitia,,10,2361,Camille,,Davidov,,,,,"49 Whitehaugh Park, Kittlegairy Estate, Peebles",F,2926,2086,SYNTHETIC DATA PRODUCED USING VALIPOP,2926,Visser
,1908,Alexander,A01.00,,JUNE,1793,,1862,, ,,2928,625,de Boer,6,S,,2928,Mary,,10,1793,Elizabeth,,Garcia,,,,,"1 Clenoch Parks Road, Stranraer, Dumfries and Galloway",F,2928,1908,SYNTHETIC DATA PRODUCED USING VALIPOP,2928,de Boer
D,1942,Daniel,A16.93,,MARCH,1799,,1873,,SCHOLAR,,2930,670,Larsson,13,S,,2930,Helen,,20,1799,Jane,,WILLIAMS,,,,,"1 Douglas Gardens, Annan, Dumfries and Galloway",F,2930,1942,SYNTHETIC DATA PRODUCED USING VALIPOP,2930,Larsson
D,2102,Robert,I38.01,,DECEMBER,2055,,1891,,UPHOLSTERESS,,2942,765,Kristiansen,30,S,,2942,Jessie,D,39,2055,Janet,,Rossi,,,,,"1 Gearraidh Gadhal, Na h-Eileanan Siar",F,2942,2102,SYNTHETIC DATA PRODUCED USING VALIPOP,2942,Kristiansen
,2128,Olivier,J18.90,,JANUARY,2429,,1891,,AG LAB,,2944,716,Jones,20,S,,2944,Euphemia,,39,2429,Maria,,Delic,,,,,"1 St Margaret's Drive, West End, Hawick",F,2944,2128,SYNTHETIC DATA PRODUCED USING VALIPOP,2944,Jones
D,652,Matthew,R99.01,,JULY,907,390,1855,1061,SHOP KEEPER,,1074,222,Larsson,4,W,,1074,Mary,D,79,907,Barbara,390,Jensen,Xavier Schroeder,1061,CARTER,,"3 Orchard Park, Lessudden House, Scottish Borders",F,1074,652,SYNTHETIC DATA PRODUCED USING VALIPOP,1074,Larsson
,2379,Samuel,A09.02,,JUNE,2378,601,1884,2369, ,,2370,603,Perez,19,M,,2370,Sophie,,91,2378,Audrey,601,,Benjamin Paulauskas,2369, ,,"61 Wester Common Road, Hamiltonhill, Glasgow City",F,2370,2379,SYNTHETIC DATA PRODUCED USING VALIPOP,2370,Kumara
,4270,Pedro,I61.90,,APRIL,4269,,1911,,LODGING KEEPER,,4271,1148,Pereira,27,S,,4271,Laurence,,58,4269,Emma,,,,,,,"1 Buxley Road, Preston, East Lothian",F,4271,4270,SYNTHETIC DATA PRODUCED USING VALIPOP,4271,Pereira
,5399,Artjom,I51.90,,MAY,5398,,1928,, ,,5400,1455,Wagnerwagons,27,S,,5400,Camille,,75,5398,Emily,,,,,,,"1 Lourdes Avenue, Halfwayhouse, Glasgow City",F,5400,5399,SYNTHETIC DATA PRODUCED USING VALIPOP,5400,Wagnerwagons
D,2727,Lucas,R68.85,,DECEMBER,1916,,1931,,FORMERLY FARMER'S WIFE,,2934,708,Greco,13,W,,2934,Jeannie,D,79,1916,Maria,,Levi,,,,,"1 Lady Margaret Drive, South Ayrshire",F,2934,2727,SYNTHETIC DATA PRODUCED USING VALIPOP,2934,Greco
D,2492,David,R53.03,,MARCH,1995,1033,1937,3003, ,,2940,705,Sanchez,24,W,R54.05,2940,Mary,,84,1995,Antonia,1033,Soto,John Larsson,3003,GENERAL LAB,,"1 Modley Court, Ellon, Aberdeenshire",F,2940,2492,SYNTHETIC DATA PRODUCED USING VALIPOP,2940,Sanchez
D,3275,Tobias,R54.05,,14,3274,1019,1937,2821, ,,3276,859,Rossi,MAY,W,R53.03,3276,Rossi,missing,84,3274,Lea,1019,Meier,Wm de Boer,2821,ENGIjEMAN,,"2 Monroe Drive, Calderbraes, North Lana4kshire",F,3276,3275,SYNTHETIC DATA PRODUCED USING VALIPOP,3276,Michelle
D,3331,Ryan,I64.01,,JUNE,3330,,1937,,PROPRIETOR OF HOUSES,,3333,874,White,19,W,,3333,Nahia,D,85,3330,Aada,,Toth,,,,,"1 Larkhall Burn, Glenburn Hall, Jedburgh",F,3333,3331,SYNTHETIC DATA PRODUCED USING VALIPOP,3333,White
,4828,Matias,R60.91,,FEBRUARY,4827,1300,1938,4822,NONE,,4823,1302,Tran,14,M,,4823,Maria,,85,4827,Joana,1300,,Lukas Andersson,4822,FARMER OF 40 ACRES,,"1 Baroness Drive, Hairmyres, South Lanarkshire",F,4823,4828,SYNTHETIC DATA PRODUCED USING VALIPOP,4823,Nowak
D,2256,Daniel,R54.05,,SEPTEMBER,2493,960,1940,3480,RETIRED FARMER'S WIFE,,2948,748,Soto,7,W,,2948,Isabella,D,88,2493,Maggie,960,Sanchez,Javier Larsson,3480,FUND HOLDER,,"1 Fladda Crescent, Portree, Highland",F,2948,2256,SYNTHETIC DATA PRODUCED USING VALIPOP,2948,Soto
,2006,Andrea,A18.33,,OCTOBER,2239,,1858,, ,,2962,689,Szabo,28,S,G03.90,2962,Lillan,,5,2239,Emma,,Larsen,,,,,"86 Bay View Terrace, Dumfries and Galloway",F,2962,2006,SYNTHETIC DATA PRODUCED USING VALIPOP,2962,Szabo
,2613,Andrej,A75.90,,JUNE,2214,,1864,, ,,2966,772,Brankov,7,S,,2966,Margaret,,11,2214,Emma,,Virtanen,,,,,"1 Coplandhill, Aberdeenshire",F,2966,2613,SYNTHETIC DATA PRODUCED USING VALIPOP,2966,Brankov
D,756,Malcolm,R54.05,,DECEMBER,713,478,1855,1512, ,,1438,294,GOODWIN,8,W,,1438,Jean,D,61,713,Margret,478,GOLDING,Matthew Markovic,1512,SHOEMAKER (EMPLOYING 1 MAN),,"1 Carnegie Place, Coplandhill, Aberdeenshire",F,1438,756,SYNTHETIC DATA PRODUCED USING VALIPOP,1438,GOODWIN
,2230,William,I09.90,,SEPTEMBER,1905,,1864,, ,,2968,733,Larsson,3,S,R60.91,2968,Elizabeth,,11,1905,Jane,,Markovic,,,,,"1 Bracklinn Road, Drumardoch Farm, Callander",F,2968,2230,SYNTHETIC DATA PRODUCED USING VALIPOP,2968,Larsson
,2310,Kenneth,A16.93,,FEBRUARY,1925,,1864,, ,,2970,767,Larsson,13,S,,2970,Mary,D,10,1925,Emily,,Rivera,,,,,"32 Gordon Brown Place, Highland",F,2970,2310,SYNTHETIC DATA PRODUCED USING VALIPOP,2970,Larsson
,3060,Ronald,B05.90,,JUNE,3059,933,1893,3210, ,,3061,799,Perera,28,M,N05.91,3061,Ivana,,40,3059,Ugne,933,Contreras,Joshua Petrauskas,3210,PLOUGHMAN,,"1 Demondale Place, Warddykes, Arbroath",F,3061,3060,SYNTHETIC DATA PRODUCED USING VALIPOP,3061,Perera
D,3007,Michael,I51.90,,MARCH,3006,1117,1919,2911,LODGING HOUSE KEEPER,,3009,785,Mohamed,6,W,,3009,Reka,D,65,3006,Sophie,1117,Karlsson,Richard Grech,2911,FARMER'S SON,,"1 Morven Crescent, Blackhouse, Peterhead",F,3009,3007,SYNTHETIC DATA PRODUCED USING VALIPOP,3009,Mohamed
,2202,Tyler,C22.90,,OCTOBER,2491,,1892,,FARM SERVANT,,2998,717,Soto,20,S,,2998,Elizabeth,,38,2491,Elizapeth,,Fernandez,,,,,"1 Common Road, Cella4dyke, Fife",F,2998,2202,SYNTHETIC DATA PRODUCED USING VALIPOP,2998,Soto
,3120,Diego,R54.05,,JUNE,3119,,1925,,CHAR WOMAN,,3121,817,Quliyev,24,S,,3121,Kamile,,70,3119,Catherine,,,,,,,"1 Rhymiebank, South Lanarkshire",F,3121,3120,SYNTHETIC DATA PRODUCED USING VALIPOP,3121,Quliyev
,3806,Joze,R99.01,,AUGUST,3805,,1929,,FARMERS WIFE,,3807,1012,Demir,12,S,,3807,Rowena,,74,3805,Dorina,,,,,,,"66 Forbes Road, Bruntsfield, City of Edinburgh",F,3807,3806,SYNTHETIC DATA PRODUCED USING VALIPOP,3807,Demir
D,2230,William,J42.00,missing,17,1905,1142,1929,3851,CROFTER WIFE,,3000,733,Larsson,SEPTEMBER,W,missbing,3000,Larsson,D,7?,1905,Jane,1142,Markovic,Alexandre Flores,3851,SPAVER,K31.91,"3 Ailsa Place, Girvan, South Ayrshire",F,3000,2230,SYNTHETIC DATA PRODUCED USING VALIPOP,3000,Polly
,4416,Joshua,R60.91,,MARCH,4415,1194,1929,4409, ,,4410,1196,Meijer,31,W,,4410,Telma,,74,4415,Camille,1194,,Antoine Pena,4409,CATTLE HEARD,,"1 Smollett Road, Silverton, Dumbarton",F,4410,4416,SYNTHETIC DATA PRODUCED USING VALIPOP,4410,Vukovic
D,2865,James,R54.05,,JULY,2211,1050,1929,3055,PAUPER,,3002,782,Fernandez,30,W,,3002,Hannah,D,74,2211,Guorun,1050,Jones,James Rivera,3055,COLOR MIXER,,"1 James Street, Stotfield, Lossiemouth",F,3002,2865,SYNTHETIC DATA PRODUCED USING VALIPOP,3002,Fernandez
D,1127,William,I64.01,,OCTOBER,823,458,1858,1498,WORK WOMAN,,1442,286,WILLIAMS,3,W,,1442,Janet,,64,823,Madison,458,Stojanovic,Jacob Rossi,1498,ACCOUNTANT,,"13 Brunston Avenue, South Ayrshire",F,1442,1127,SYNTHETIC DATA PRODUCED USING VALIPOP,1442,WILLIAMS
,2340,Robin,R68.85,,NOVEMBER,2703,1066,1930,3045,PAUPER FORMERLY AG LAB,,3004,783,Rodriguez,4,W,,3004,Jean,D,76,2703,Mary,1066,Rivera,John Mohamed,3045,BRICK MAKER,,"1 Londubh Road, Highland",F,3004,2340,SYNTHETIC DATA PRODUCED USING VALIPOP,3004,Rodriguez
D,1946,George,J20.91,,AUGUST,1791,1152,1931,3175,WIDOW OF A FARMER,,2988,669,Harutyunyan,4,R,,2988,Maggie,D,77,1791,Isabella,1152,Markovic,Alexr Prochazka,3175,PAUPER (COAL MINER),,"2 Morven Crescent, Blackhouse, Peterhead",F,2988,1946,SYNTHETIC DATA PRODUCED USING VALIPOP,2988,Harutyunyan
,4385,Alberto,J40.01,,JANUARY,4384,1181,1931,4370, ,,4371,1183,Perez,10,W,,4371,Olivia,,76,4384,Chiara,1181,,James Williams,4370,GARDNER,,"1 George Terrace, St Monans, Fife",F,4371,4385,SYNTHETIC DATA PRODUCED USING VALIPOP,4371,Smith
,2551,Tim,G93.81,,JUNE,2550,,1857,, ,,3020,656,Novak,16,S,,3020,Sarah,,2,2550,Regina,,Chin,,,,,"1 Muir Road, Welltree, Fife",F,3020,2551,SYNTHETIC DATA PRODUCED USING VALIPOP,3020,Novak
,1948,Michael,J20.90,,APRIL,2495,,1857,, ,,3022,664,Soto,17,S,G93.81,3022,Margaret,,1,2495,Jane,,Grech,,,,,"106 Courthill Street, Dalry, North Ayrshire",F,3022,1948,SYNTHETIC DATA PRODUCED USING VALIPOP,3022,Soto
,2104,Tomas,A09.02,,AUGUST,2238,,1859,, ,,3024,725,Szabo,20,S,,3024,Margaret,D,3,2238,Annie,,Delic,,,,,"1 Langlands Bank, Wilton, Hawick",F,3024,2104,SYNTHETIC DATA PRODUCED USING VALIPOP,3024,Szabo
,2128,Olivier,A00.91,,APRIL,2429,,1859,, ,,3026,716,Jones,15,S,,3026,Isabella,,4,2429,Maria,,Delic,,,,,"1 St Margaret's Drive, West End, Hawick",F,3026,2128,SYNTHETIC DATA PRODUCED USING VALIPOP,3026,Jones
D,2978,Jeffrey,A01.00,,NOVEMBER,2977,1080,1923,2999,PAUPER,,3030,776,Greco,19,W,,3030,Ann,D,68,2977,Isabella,1080,Molnar,Alexander Harutyunyan,2999,FARMERS SON,,"123 Lagrannoch Drive, Braeleny Farm, Stirling",F,3030,2978,SYNTHETIC DATA PRODUCED USING VALIPOP,3030,Greco
D,3367,Vytautas,I51.90,,AUGUST,3366,1041,1924,2823, ,,3373,883,Nguyen,6,W,I64.01,3373,Mary Anne,,69,3366,Hannah,1041,Oztemir,Angus W?ite,2823,THROWER OF EARTHENWARE,,"1 Fairgrove Drive, Mossneuk, East Kilbri?e",F,3373,3367,SYNTHETIC DATA PRODUCED USING VALIPOP,3373,Nguyen
D,2412,Benjamin,J42.00,,FEBRUARY,2915,971,1928,2737,FORMERLY HOUSEKEEPER,,3032,790,Anderson,23,W,,3032,Anterson,D,72,2915,Margaret,971,Rive?a,John Novak,2737,CARTER,,"2 Glen Gard?ns, Braeleny Farm, Callander",F,3032,2412,SYNTHETIC DATA PRODUCED USING VALIPOP,3032,Margaret
D,1158,James,R99.01,,MARCH,717,544,1859,1749,HOUSE KEEPER,,1446,342,CARRUTHERS,15,R,,1446,Mary,D,64,717,Marie,544,Jones,Alexander Fernandez,1749,CLOCK AT LINEN BLEACHFIELD,,"1 Duart Crescent, New Prestwick, Prestwick",F,1446,1158,SYNTHETIC DATA PRODUCED USING VALIPOP,1446,CARRUTHERS
,2006,Andrea,R09.10,,APRIL,2239,,1856,, ,,3041,689,Szabo,25,S,,3041,Annie,,0,2239,Emma,,Larsen,,,,,"86 Bay View Terrace, Dumfries and Galloway",F,3041,2006,SYNTHETIC DATA PRODUCED USING VALIPOP,3041,Szabo
,2679,Mustafa,B05.90,,DECEMBER,2678,,1859,, ,,3042,693,Li,24,S,A37.90,3042,Ann,,3,2678,Katharina,,Gonzalez,,,,,"1 Balgowan Drive, Downfield, Dundee City",F,3042,2679,SYNTHETIC DATA PRODUCED USING VALIPOP,3042,Li
,2465,John,A17.01,,3,2281,,1891,, ,,3048,795,STEWART,MAY,R,,3048,Mina,,34,2281,Olivya,,Brown,,,,,"1?Pairc Uilleim, Highland",F,3048,2465,SYNTHETIC DATA PRODUCED USING VALIPOP,3048,STEWART
D,2310,Kenneth,I38.01,,NOVEMBER,1925,,1891,,DRESSMAKER,,3050,767,Larsson,11,S,,3050,Margeret,D,35,1925,Emily,,Rivera,,,,,"32 Gordon Brown Place, Highland",F,3050,2310,SYNTHETIC DATA PRODUCED USING VALIPOP,3050,Larsson
D,2862,William,R56.80,,MARCH,2447,,1891,, ,missing,3054,796,Rodriguez,2e,S,R40.20,3054,Makie,D,35,2447,Sophie,,Jones,,,,,"102 Brunton Park, Manse, Scottish Borders",F,3054,2862,SYNTHETIC DATA PRODUCED USING VALIPOP,3054,Rodriguez
,3544,Jonas,G93.90,,AUGUST,3543,1118,1892,3329,SEAMAN'S WIFE,,3545,935,Hasani,24,M,,3545,Laura,,35,3543,Olivia,1118,,Samuel Mohamed,3329,AG LAB,,"1 Fairways, Abbotsmeadow, Melrose",F,3545,3544,SYNTHETIC DATA PRODUCED USING VALIPOP,3545,Hasani
D,2102,Robert,O95.00,,DECEMBER,2055,1010,1892,2803,NURSE,,3044,765,Kristiansen,28,W,I50.90,3044,Grace,D,36,2055,Janet,1010,Rossi,Charles Szabo,2803,BLACKSMITH,,"49 Whitestripes Path, Bridge of Don, Aberdeen City",F,3044,2102,SYNTHETIC DATA PRODUCED USING VALIPOP,3044,Kristiansen
