Death,MOTHER_IDENTITY,father's forename,father's occupation,sex,FATHER_BIRTH_RECORD_IDENTITY,day of parents' marriage,place of parent's marriage,CHILD_IDENTITY,mother's occupation,family,illegit,DEATH_RECORD_IDENTITY,father's surname,MARRIAGE_RECORD_IDENTITY3,birth day,MARRIAGE_RECORD_IDENTITY2,PARENT_MARRIAGE_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,month of parents' marriage,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,FATHER_IDENTITY,mother's forename,child's forname(s),mother's maiden surname,birth year,address,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes,child's surname,marriage,year of parents' marriage,birth month
,4666,Nico,CABINET MAKER,M,4886,13,Broomridge Stirling,5503,FARMER'S DAUR,1465,,,Kuznetsov,,29,,1465,,MARCH,,,4886,Elizabeth,Willi,Demir,1930,"1 Pottis Road, Broomridge, Stirling",5503,4666,SYNTHETIC DATA PRODUCED USING VALIPOP,Kuznetsov,1465,1925,DECEMBER
,4742,James,HOUSE PROPRIETOR,M,4558,7,Perth and Kinross,5505,SCHOLAR,1480,,,Smith,,25,,1480,1857,JUNE,,,4558,Eva,James,Prochazka,1930,"1 Mid Lane, Perth and Kinross",5505,4742,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1480,1927,JANUARY
5523,5188,Juho,UPHOSTERER,M,5187,25,,5523,WAREHOUSE SEWER,1396,,5523,De Vries,,10,,1396,,SEPTEMBER,,,5187,Lea,James,Davis,1931,"1 Farnell Way, Bellyeoman, Dunfermline",5523,5188,SYNTHETIC DATA PRODUCED USING VALIPOP,De Vries,1396,1909,FEBRUARY
,4226,William,HOUSE PAINTER,M,4285,4,Highland,5525,FARMER'S DAUGHTER,1355,,,Ilves,,23,,1355,,MARCH,,,4285,Catherine,Allen,Rodriguez,1931,"1 Croft Road, Highland",5525,4226,SYNTHETIC DATA PRODUCED USING VALIPOP,Ilves,1355,1915,NOVEMBER
,4260,Richard,AG LAB,M,4375,,,5527, ,1486,illegitimate,,Williams,,1,,,1953,,,,4375,Bella,John,Greco,1931,,5527,4260,SYNTHETIC DATA PRODUCED USING VALIPOP,Williams,,,OCTOBER
,5005,John,FISHERMAN,M,4299,14,Harryburn House Lauder ,5529,POWER LOOM COTTON WEAVER,1488,,,Demir,,1,,1488,1827,NOVEMBER,,,4299,Aada,James,Popa,1931,"146 Brownsmuir Park, Harryburn House, Lauder",5529,5005,SYNTHETIC DATA PRODUCED USING VALIPOP,Demir,1488,1929,FEBRUARY
,5317,Thomas, ,M,5316,28,,5531, ,1431,,,Bogdanov,,7,,1431,1845,APRIL,,,5316,Anna,Willia,Azoulay,1931,"33 Birnie Place, Moray",5531,5317,SYNTHETIC DATA PRODUCED USING VALIPOP,Bogdanov,1431,1916,MAY
,4417,Archibald,HAND LOOM WEAVER SILK COTTON & WORSTED,M,4185,30,Braeleny Farm Stirling,5533,TWISTER IN FACTORY,1477,,,Prochazka,,6,,1477,,DECEMBER,,,4185,Isabel,William,Harris,1931,"1 Robertson Way, Braeleny Farm, Stirling",5533,4417,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1477,1929,OCTOBER
,4581,William,WAITER,M,4427,10,East Lothian,5535, ,1462,,,Nguyen,,3,,1462,1954,NOVEMBER,,,4427,Sarah,Charles,Tran,1931,"92 The Green, East Lothian",5535,4581,SYNTHETIC DATA PRODUCED USING VALIPOP,Nguyen,1462,1925,AUGUST
,4528,John,HILL CLERK COAL,M,4232,27,Tillicoultry Clackmannanshire,5537,DOMESTIC SERVANT,1463,,,Greco,,5,,1463,1880,AUGUST,,,4232,Mary,Laurence,Hansen,1931,"1 Ramsay Terrace, Tillicoultry, Clackmannanshire",5537,4528,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,1463,1922,MAY
3696,2752,George,MARINER,F,2639,11,Braeleny Farm Stirling,3696, ,846,,3696,Larsson,,10,,846,,MARCH,,,2639,Ana,Alice,Flores,1878,"1 Keltie Bridge, Braeleny Farm, Stirling",3696,2752,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,846,1859,FEBRUARY
,4538,Malcolm,FARMERS SON,M,4493,6,,5539,DRESS MAKER,1452,,,Dumitru,,5,,1452,,JULY,,,4493,Annie,John,Prochazka,1931,"734 Golf Course Road, Girvan, South Ayrshire",5539,4538,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1452,1928,AUGUST
,4590,James,BLEACHER,M,4499,2,Dumfries and Galloway,5541,WOOD TURNERS WIFE,1491,,,Wozniak,,15,,1491,,AUGUST,,,4499,Isabella,James,Bonik,1931,"1 Newton Square, Dumfries and Galloway",5541,4590,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1491,1927,DECEMBER
,5000,William,MILLER,M,4623,14,Wallacetown Ayr ,5543, ,1471,,,Brown,,8,,1471,,MARCH,,,4623,Ava,John,Popa,1931,"1 Gordon Terrace, Wallacetown, Ayr",5543,5000,SYNTHETIC DATA PRODUCED USING VALIPOP,Brown,1471,1927,AUGUST
,4658,Alexr,PLOUGHMAN,M,4673,1,South Ayrshire,5545, ,1493,,,Maisuradze,,3,,1493,1815,AUGUST,,,4673,Jessie,William,Nguyen,1931,"1 Fullarton Avenue, South Ayrshire",5545,4658,SYNTHETIC DATA PRODUCED USING VALIPOP,Maisuradze,1493,1928,MAY
,5441,Alexander,ENGINE CLEANER,M,4629,16,Brora Highland,5547,WINDER IN JUTE FACTORY,1481,,,Larsson,,3,,1481,1801,OCTOBER,,,4629,Irena,Willi,Savic,1931,"1 Col Bheinn Road, Brora, Highland",5547,5441,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1481,1926,MARCH
,4373,Filip,ASSISTANT,M,4345,13,Braeleny Farm Callander ,5569, ,1384,,,Harris,,31,,1384,,FEBRUARY,,,4345,Maria,John,Williams,1932,"105 Glen Gardens, Braeleny Farm, Callander",5569,4373,SYNTHETIC DATA PRODUCED USING VALIPOP,Harris,1384,1918,JANUARY
,4373,Filip,ASSISTANT,M,4345,13,Braeleny Farm Callander ,5570, ,1384,,,Harris,,31,,1384,1917,FEBRUARY,,,4345,Maria,Neil,Williams,1932,"105 Glen Gardens, Braeleny Farm, Callander",5570,4373,SYNTHETIC DATA PRODUCED USING VALIPOP,Harris,1384,1918,JANUARY
,5188,Juho,UPHOSTERER,M,5187,25,,5571,HOUSEKEEPER,1396,,,De Vries,,13,,1396,1865,SEPTEMBER,,,5187,Lea,Will,Davis,1932,"1 Farnell Way, Bellyeoman, Dunfermline",5571,5188,SYNTHETIC DATA PRODUCED USING VALIPOP,De Vries,1396,1909,APRIL
,4441,Patrick,TAILOR JOURNEYMAN,M,4304,23,Highland,5572, ,1347,,,Iliev,,5,,1347,1809,SEPTEMBER,,,4304,Dorina,David,Morales,1932,"3 Pairc Uilleim, Highland",5572,4441,SYNTHETIC DATA PRODUCED USING VALIPOP,Iliev,1347,1913,JULY
,5236,Alexande?,CLERK (COTTON MILL),M,5235,38,,5573, ,1411,,,Dang,,15,,1411,1926,NOVEMBER,,,5235,Sofie,Charles,Smit,19e2,"1 Cleddans Road, Radnor Park, West Dunbartonshire",5573,5236,SYNTHETIC DATA PRODUCED USING VALIPOP,Dang,1411,1914,MAY
3698,3157,James,SAWYER,F,2733,26,Highland,3698, ,977,,3698,COWLEY,,9,,977,,MAY,,,2733,Beatriz,Catherine,Morozov,1878,"1 Kings Brae, Highland",3698,3157,SYNTHETIC DATA PRODUCED USING VALIPOP,COWLEY,977,1875,JULY
,4258,Andrew,CHELSEA PENSIONER & GATE KEEPER AT AN ENGINE MANFY,M,4125,5,Highland,5575, ,1337,,,de Boer,,21,,1337,,JANUARY,,,4125,Jane,James,Prochazka,1932,"2 Pairc Uilleim, Highland",5575,4258,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1337,1914,MAY
,4286,Jorge,FARMER OF 140 ACRES EMPLOYING 2 MEN AND 2 BOYS,M,4476,28,Girvan South Ayrshire,5577, ,1369,,,Krajnc,,26,,1369,,OCTOBER,,,4476,Sarah,Enard,Mohamed,1932,"254 Golf Course Road, Girvan, South Ayrshire",5577,4286,SYNTHETIC DATA PRODUCED USING VALIPOP,Krajnc,1369,1915,MAY
,4340,Bence,GROCER,M,5111,4,Ab?rfeldy Perth and Kinross,5579,SEWER,1417,,,Muratobic,,3,,1417,1919,APRIL,,,5111,Christina,Muratovic,Hansen,1932,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",5579,4340,SYNTHETIC DATA PRODUCED USING VALIPOP,Patwick,1417,1921,SEPTEMBER
,4721,Alfred,LABOURER BOAT YARD,M,3969,30,Annan Dumfries and Galloway,5581,HOUSE KEEPER,1394,,,Szabo,,20,,1394,1938,OCTOBER,,,3969,Manon,Donald,Grigoryan,1932,"2 Prestonfield Road, Annan, Dumfries and Galloway",5581,4721,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1394,1919,AUGUST
,4422,James,AG LAB,M,4361,23,,5583,FARM SERVANT,1502,,,Rossi,,19,,1502,1963,JUNE,,,4361,Janet,Gavin,Bonik,1932,"1 Peelnick, Scottish Borders",5583,4422,SYNTHETIC DATA PRODUCED USING VALIPOP,Rossi,1502,1933,NOVEMBER
,4428,James,PLOUGHoMAN,M,4187,25,Grubbit Mill Sfottish Borders,5585,WIFE,1451,,,Szabo,,20,,1451,1935,JULY,,,4187,Isabella,Joseph,Visseah,1932,"2 Grubbit Mill, Scotti?h Borders",5585,4428,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1451,1924,APRIL
,5559,Alejandro,LABOURER AT IRON WORKS,M,5558,4,,5587, ,1499,,,Jansen,,9,,1499,,NOVEMBER,,,5558,Sofie,David,Becker,1932,"1 Langside Court, Kirkfield, Bothwell",5587,5559,SYNTHETIC DATA PRODUCED USING VALIPOP,Jansen,1499,1918,JULY
,4500,Archd,ENGINEMAN,M,4331,20,Fife,5589,FACTORY W,1406,,,Bonik,,28,,1406,,JUNE,,,4331,Barbara,David,Soto,1932,"1 Torrie Wyne, Fife",5589,4500,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,1406,1919,SEPTEMBER
,4536,Alexander,PLOUGHMAN,M,4165,28,,5591,AG LAB,1505,illegitimate,,Andersson,,21,,1505,,MARCH,,,4165,Anne,John,Demir,1932,"74 Fairwinds Place, Coplandhill, Aberdeenshire",5591,4536,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1505,1933,JULY
,4528,John,HILL CLERK COAL,M,4232,27,Tillicoultry Clackmannanshire,5593,DOMESTIC SERVANT,1463,,,Greco,,8,,1463,1839,AUGUST,,,4232,Mary,John,Hansen,1932,"1 Ramsay Terrace, Tillicoultry, Clackmannanshire",5593,4528,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,1463,1922,AUGUST
3700,2664,Andrew,FORMERLY FARMERS SON,F,2853,SEPTEMBER,Highland,3700, ,917,,3700,Marckovic,,10,,917,,29,,,2853,A?ison,Helen,White,1878,"39 Ard Struan Road, Highland",3700,2664,SYNTHETIC DATA PRODUCED USING VALIPOP,Markov?c,917,1868,DECEMBER
,4666,Nico,CABINET MAKER,M,4886,13,Broomridge Stirling,5595,FARMER'S DAUR,1465,,,Kuznetsov,,16,,1465,,MARCH,,,4886,Elizabeth,Thos,Demir,1932,"1 Pottis Road, Broomridge, Stirling",5595,4666,SYNTHETIC DATA PRODUCED USING VALIPOP,Kuznetsov,1465,1925,AUGUST
,4738,Frances,MASON'S LABOURER,M,4163,,,5597,COTTON WEAVER,1506,illegitimate,,Jones,,9,,,1817,,,,4163,Christina,William,Harutyunyan,1932,,5597,4738,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,,,DECEMBER
,5441,John,GLASS MAKER,M,4571,22,South Ayrshire,5599,WINDER IN JUTE FACTORY,1507,,,Tkachenko,,27,,1507,1936,MARCH,,,4571,Irena,Donald,Savic,1932,"2 Milton Wynd, South Ayrshire",5599,5441,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1507,1932,JULY
,4950,Michael,SCHOLAR,M,4945,26,,5601,SCHOLAR,1509,,,Wozniak,,30,,1509,1951,JUNE,,,4945,Rose,Andrew,Watanabe,1932,"32 Gordon Brown Place, Highland",5601,4950,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1509,1935,JANUARY
,4946,Willia, ,M,4831,13,Claggan Highland,5603,SCHOLAR,1511,,,Jones,,23,,1511,,AUGUST,,,4831,Agnes,John,Tkachenko,1932,"14 Tom na Faidhir, Claggan, Highland",5603,4946,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1511,1932,OCTOBER
5619,4182,Robert,STONE HEWER,M,4089,6,North Ayrshire,5619, ,1388,,5619,Anderson,,19,,1388,,APRIL,,,4089,Jane,David,Mohamed,1933,"1 Kerse Avenue, North Ayrshire",5619,4182,SYNTHETIC DATA PRODUCED USING VALIPOP,Anderson,1388,1916,FEBRUARY
5621,4262,James,MINISTER OF ALVA FREE CHURCH,M,4155,9,South Ayrshire,5621,DOMESTIC SERVANT,1336,,5621,Watanabe,,1,,1336,,NOVEMBER,,,4155,Margaret,Patr,Smith,1933,"1589 Castle Road, South Ayrshire",5621,4262,SYNTHETIC DATA PRODUCED USING VALIPOP,Watanabe,1336,1912,MARCH
,4288,James,JOINER,M,4263,4,South Ayrshire,5623, ,1367,,,Garcia,,7,,1367,1860,NOVEMBER,,,4263,Mary,James,Bonik,1933,"1591 Castle Road, South Ayrshire",5623,4288,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1367,1916,DECEMBER
,5040,Alexander,MARINE ENGINE MAN,M,4885,17,Three Bridges Inveraray ,5625,DAIRY MAID,1375,,,Kuznetsov,,25,,1375,1842,FEBRUARY,,,4885,Nanami,Duncan,Schmid,1933,"1 The Avenue, Three Bridges, Inveraray",5625,5040,SYNTHETIC DATA PRODUCED USING VALIPOP,Kuznetsov,1375,1917,DECEMBER
,4402,Jack,FISH MERCHANT,M,5401,28,,5627,COTTON TWISTER,1518,illegitimate,,Ramirez,,7,,1518,1874,OCTOBER,,,5401,Mary,Richard,Carvalho,1933,"1 Crofts Court, Ninewells North Lodge, Scottish Borders",5627,4402,SYNTHETIC DATA PRODUCED USING VALIPOP,Ramirez,1518,1933,JANUARY
3702,3425,James,MINISTER OF EPISCOPAL CHURCH,F,2603,30,Hillhouse South Lanarkshire,3702,FARMERS WIFE,927,,3702,Sepp,,21,,927,,MARCH,,,2603,Catalina,Isabella,Karlsson,1878,"1 St Ninian's Place, Hillhouse, South Lanarkshire",3702,3425,SYNTHETIC DATA PRODUCED USING VALIPOP,Sepp,927,1870,JULY
,4462,James,missing,M,4057,NOVEMBER,,5629,AG LAB,1360,,,de Boer,,4,,1360,2011,30,,,4057,Wozniak,Robt,Margaret,1933,"1 Ashgrove Avenue, Maybple, South Ayrshire",5629,4462,SYNTHETIC DATA PRODUCED USING VALIPOP,de Boer,1360,1921,OCTOBER
,4522,Harry,TAILOR,M,4091,14,Highland,5631,DRASS MAKER,1464,,,Soto,,10,,1464,,DECEMBER,,,4091,Jessie,George,Paulauskas,1933,"1 Seafield Crescent, Highland",5631,4522,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1464,1925,MARCH
,4538,Malcolm,FARMERS SON,M,4493,6,,5633,DRESS MAKER,1452,,,Dumitru,,28,,1452,,JULY,,,4493,Annie,Robert,Prochazka,1933,"734 Golf Course Road, Girvan, South Ayrshire",5633,4538,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1452,1928,JULY
,4608,Samuel,IRON WEIGHER,M,4453,17,Bainsford Falkirk,5635,GENERAL SERV,1520,,,Jones,,28,,1520,1847,NOVEMBER,,,4453,Mary,James,Prochazka,1933,"1 Cobblebrae Crescent, Bainsford, Falkirk",5635,4608,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1520,1929,MAY
,4620,Juan,LAWYER'S CLERK,M,5323,12,Buailledubh Na h-Eileanan Siar,5637,DOMESTIC SERVANT,1472,,,Bakker,,8,,1472,,MARCH,,,5323,Isabella,Will,Wozniak,1933,"8 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",5637,4620,SYNTHETIC DATA PRODUCED USING VALIPOP,Bakker,1472,1925,MAY
,4670,Peter,JOURNEYMAN BAKER,M,4537,3,Haughead Scottish Borders,5639,GENERAL SERV,1494,,,Tkachenko,,12,,1494,,JUNE,,,4537,Betsy,David,Sanchez,1933,"2 Haughead, Scottish Borders",5639,4670,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1494,1928,APRIL
,4742,James,HOUSE PROPRIETOR,M,4558,7,Perth and Kinross,5641, ,1480,,,Smith,,5,,1480,1907,JUNE,,,4558,Eva,Andrew,Prochazka,1933,"1 Mid Lane, Perth and Kinross",5641,4742,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1480,1927,FEBRUARY
,4804,Archibald,LAW CLERK AP TO W S,M,4743,DECEMBER,Aberdeenshire,5643,RAGG CUTTER,1523,,,Grigoryan,,3,,1523,1965,8,,,4743,F,Edward,Garcia,1933,"1 Stewart Cottages, Aherdeenshire",5643,4804,SYNTHETIC DATA PRODUCED USING VALIPOP,Grigkryan,1523,1930,MARCH
,4814,Markus,BLACKSMITH JOURNEYMAN,M,4755,20,,5645, ,1525,illegitimate,,Markovic,,8,,1525,,SEPTEMBER,,,4755,Mary,David,Huseynov,1933,"1 Stronvaar Avenue, Campbeltown, Argyll and Bute",5645,4814,SYNTHETIC DATA PRODUCED USING VALIPOP,Markovic,1525,1937,AUGUST
5663,4440,William,UNDERGROUND MANAGER,M,4117,4,Portree Highland,5663,PAUPER,1298,,5663,Larsson,,19,,1298,,NOVEMBER,,,4117,Marie,John,Morales,1934,"1 Heatherfield Post Office Road, Portree, Highland",5663,4440,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1298,1909,OCTOBER
3704,2718,Alexander,PLOUGHMAN,F,2438,28,,3704, ,956,illegitimate,3704,Markovic,,4,,956,,APRIL,,,2438,Agnes,Jessie,Novak,1878,"105 Courthill Street, Dalry, North Ayrshire",3704,2718,SYNTHETIC DATA PRODUCED USING VALIPOP,Markovic,956,1877,APRIL
5665,4318,William,ABLE SEAMAN,M,4403,12,North Ayrshire,5665,MILLINER,1389,,5665,Larsson,,20,,1389,,JUNE,,,4403,Elizabeth,James,Dumitru,1934,"2 Cora Linn Court, North Ayrshire",5665,4318,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1389,1918,JULY
5667,4402,Jack,FISH MERCHANT,M,5401,28,,5667,COTTON TWISTER,1518,illegitimate,5667,Ramirez,,2,,1518,,OCTOBER,,,5401,Mary,Robt,Carvalho,1934,"1 Crofts Court, Ninewells North Lodge, Scottish Borders",5667,4402,SYNTHETIC DATA PRODUCED USING VALIPOP,Ramirez,1518,1933,NOVEMBER
5669,4422,James,AG LAB,M,4361,23,,5669,FARM SERVANT,1502,,5669,Rossi,,22,,1502,,JUNE,,,4361,Janet,George,Bonik,1934,"1 Peelnick, Scottish Borders",5669,4422,SYNTHETIC DATA PRODUCED USING VALIPOP,Rossi,1502,1933,DECEMBER
,4492,Emre,FARM STEWARD,M,4757,26,Fife,5671,DOMESTIC SERVANT,1426,,,Markovic,,2,,1426,,MARCH,,,4757,Bonik,Markov?c,Catherine,1934,"1 Jones Street, Fife",5671,4492,SYNTHETIC DATA PRODUCED USING VALIPOP,James,1426,1923,MARCH
5673,4618,Juan, ,M,4793,28,Highland,5673,COTTON MILL WORKER,1478,,5673,Wozniak,,28,,1478,,NOVEMBER,,,4793,Mary,Daniel,Paulauskas,1934,"43 Ard Struan Road, Highland",5673,4618,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1478,1925,NOVEMBER
,4686,William,BLACKSMITH (JOURNEYMAN),M,4563,31,South Ayrshire,5675,DOMESTIC SERV,1532,,,Brown,,1,,1532,,JANUARY,,,4563,Amy,David,Smith,1934,"1 Castle Drive, South Ayrshire",5675,4686,SYNTHETIC DATA PRODUCED USING VALIPOP,Brown,1532,1932,FEBRUARY
,4666,Nico,CABINET MAKER,M,4886,13,Broomridge Stirling,5677,FARMER'S DAUR,1465,,,Kuznetsov,,4,,1465,,MARCH,,,4886,Elizabeth,Alexander,Demir,1934,"1 Pottis Road, Broomridge, Stirling",5677,4666,SYNTHETIC DATA PRODUCED USING VALIPOP,Kuznetsov,1465,1925,NOVEMBER
,4740,David,MINER,M,4783,8,Dalry North Ayrshire,5679,DAIRY MAID,1522,,,Santos,,31,,1522,,DECEMBER,,,4783,Mary,James,Sanchez,1934,"1 Wingate Avenue, Dalry, North Ayrshire",5679,4740,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1522,1929,AUGUST
,4812,Tomas,MILL MECHANIC,M,5440,30,Annan Dumfries and Galloway,5681,REELER,1534,,,Savic,,8,,1534,1873,APRIL,,,5440,Margt,George,Maisuradze,1934,"1 Kennels Road, Annan, Dumfries and Galloway",5681,4812,SYNTHETIC DATA PRODUCED USING VALIPOP,Savic,1534,1930,MARCH
,4816,David,FARMER,M,4463,15,Aberdeenshire,5683,HAND LOOM WEAVER,1536,,,Wozniak,,5,,1536,1893,SEPTEMBER,,,4463,Bridget,John,Pena,1934,"2 Mallard Road, Aberdeenshire",5683,4816,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1536,1929,MAY
,2738,James,DRYSTONE MASON,F,2645,8,Littledean Scottish Borders,3706,TAILOR WIFE,880,,,Hernandez,,7,,880,,JANUARY,,,2645,Jennie,Isabella,Schroeder,1878,"1 Littledean, Scottish Borders",3706,2738,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,880,1864,JANUARY
5699,4002,Alexander, ,M,5695,,,5699,DOMESTIC SERVANT,1542,illegitimate,5699,Kovacevic,,16,,,,,,,5695,Mary,Herbert,Kiss,1935,,5699,4002,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,,,MARCH
5700,4032,George,BLACKSMITH,M,3947,4,Heatherknowe Aberdeenshire,5700,HOUSE KEEPER,1334,,5700,Wozniak,,22,,1334,,OCTOBER,,,3947,Ruth,Andw,Anderson,1935,"16 Gorse Circle, Heatherknowe, Aberdeenshire",5700,4032,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1334,1913,SEPTEMBER
,4026,Louis,HERD,M,4011,2,Lochgilphead Argyll and Bute,5701, ,1273,,,Santos,,2,,1273,1921,FEBRUARY,,,4011,Catherine,Robert,Prochazka,1935,"1 Meadows Place, Lochgilphead, Argyll and Bute",5701,4026,SYNTHETIC DATA PRODUCED USING VALIPOP,Santos,1273,1907,JULY
,4026,Santos,HERD,M,4011,2,Lochgilphmad Argyll and Bute,5703,missing,1273,,,Louis,,2,,1273,1864,FEBRUARY,,,4011,Catherine,Santos,Prochazka,1935,"1 Meadows Place, Lochgi?phead, Argyll and Bute",5703,4026,SYNTHETIC DATA PRODUCED USING VALIPOP,Robert,1273,1907,JULY
,4152,David,GENERAL LABOURER AG,M,3615,11,Scaurs Jedburgh ,5705, ,1354,,,Jones,,25,,1354,1802,MARCH,,,3615,Annie,David,Paulauskas,1935,"2 Hartrigge Road, Scaurs, Jedburgh",5705,4152,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1354,1915,JUNE
,4292,Ethan,TAILOR,M,4884,28,Auchreoch Stirling,5707, ,1487,,,Kuznetsov,,22,,1487,1961,APRIL,,,4884,Mary,Peter,Jones,1935,"2 Mansefield, Auchreoch, Stirling",5707,4292,SYNTHETIC DATA PRODUCED USING VALIPOP,Kuznetsov,1487,1927,APRIL
,4340,Bence,GROCER,M,5111,4,Aberfeldy Perth and Kinross,5709,SEWER,1417,,,Muratovic,,1,,1417,,APRIL,,,5111,Christina,James,Hansen,1935,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",5709,4340,SYNTHETIC DATA PRODUCED USING VALIPOP,Muratovic,1417,1921,JANUARY
,4417,Archibald,FLESHER,M,4185,30,Braeleny Farm Stirling,5711,DAIRYMAID,1477,,,Prochazka,,19,,1477,,DECEMBER,,,4185,Isabel,Wm,Harris,1935,"1 Robertson Way, Braeleny Farm, Stirling",5711,4417,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1477,1929,SEPTEMBER
,5280,Veeti,LABOURER,M,5002,15,Allanbank Lauder ,5713, ,1543,,,Popa,,2,,1543,,OCTOBER,,,5002,Javiera,John,Moreau,1935,"1 Manse Road, Allanbank, Lauder",5713,5280,SYNTHETIC DATA PRODUCED USING VALIPOP,Popa,1543,1932,NOVEMBER
,4538,Malcolm,BASKET MAKER (JOURNEYMAN),M,4493,6,,5715, ,1452,,,Dumitru,,20,,1452,1890,JULY,,,4493,Annie,John,Prochazka,1935,"734 Golf Course Road, Girvan, South Ayrshire",5715,4538,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1452,1928,MAY
3072,1964,John,COAL MINER,F,2099,,,3072, ,802,illegitimate,3072,Markovic,,21,1143,,,,,,2099,Mary,Isabella,Larsson,1857,,3072,1964,SYNTHETIC DATA PRODUCED USING VALIPOP,Markovic,,,JUNE
,2996,James,RAIL LABOURER,F,3049,5,South Ayrshire,3716,SALSE WOMAN,983,,,Fernandez,,10,,983,,FEBRUARY,,,3049,Agnes,Elizabeth,Hernandez,1878,"61 Young Crescent, South Ayrshire",3716,2996,SYNTHETIC DATA PRODUCED USING VALIPOP,Fernandez,983,1875,SEPTEMBER
,4590,James,RAILWAY LAB,M,4499,2,Dumfries and Galloway,5717,WOOD TURNERS WIFE,1491,,,Wozniak,,18,,1491,1908,AUGUST,,,4499,Isabella,John,Bonik,1935,"1 Newton Square, Dumfries and Galloway",5717,4590,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,1491,1927,FEBRUARY
,4608,Samuel,IRON WEIGHER,M,4453,17,Bainsford Falkirk,5719,GENERAL SERV,1520,,,Jones,,26,,1520,2084,NOVEMBER,,,4453,Mary,Samuel,Prochazka,1935,"1 Cobblebrae Crescent, Bainsford, Falkirk",5719,4608,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1520,1929,AUGUST
,4670,Peter,SEAMAN ON CLYDE,M,4537,3,Haughead Scott9sh Borders,5721,GENERAL SERV,1494,missing,,Tkachenko,,26,,1494,1911,JUNE,,,4537,Betsy,William,Sanchez,1935,"2 Haughead, Scottish Borders",5721,4670,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkacenko,1494,1928,JANUARY
,4704,John,MUSLIN WEAVER,M,4569,1,Waterside Aberdeenshire,5723,LAUNDRESS,1479,,,Jimenez,,10,,1479,1925,JULY,,,4569,Elizabeth,John,Flores,1935,"1 Kinloch Road, Waterside, Aberdeenshire",5723,4704,SYNTHETIC DATA PRODUCED USING VALIPOP,Jimenez,1479,1927,MARCH
,4778,D,CARTER,M,4707,10,Aberdeenshire,5725,MUSLIN SEWER,1549,,,Smith,,12,,1549,,DECEMBER,,,4707,Jean,John,Szabo,1935,"1 Smiddy Park, Aberdeenshire",5725,4778,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1549,1932,SEPTEMBER
,4772,Joseph,MASON,M,4703,28,Middle Grange Aberdeenshire,5727, ,1551,,,Reyes,,9,,1551,1980,JANUARY,,,4703,Violet,William,Jimenez,1935,"1 Pentland Place, Middle Grange, Aberdeenshire",5727,4772,SYNTHETIC DATA PRODUCED USING VALIPOP,Reyes,1551,1931,DECEMBER
