ID,day,month,year,place of marriage,forename of groom,surname of groom,occupation of groom,marital status of groom,age of groom,address of groom,forename of bride,surname of bride,occupation of bride,marital status of bride,age of bride,address of bride,groom's father's forename,groom's father's surname,groom's father's occupation,if groom's father deceased,groom's mother's forename,groom's mother's maiden surname,if groom's mother deceased,bride's father's forename,bride's father's surname,bride's father's occupation,if bride's father deceased,bride's mother's forename,bride's mother's maiden surname,if bride's mother deceased,notes1,gdeath,bdeath,GROOM_IDENTITY,BRIDE_IDENTITY,GROOM_MOTHER_IDENTITY,GROOM_FATHER_IDENTITY,BRIDE_MOTHER_IDENTITY,BRIDE_FATHER_IDENTITY,GROOM_BIRTH_RECORD_IDENTITY,BRIDE_BIRTH_RECORD_IDENTITY,GROOM_FATHER_BIRTH_RECORD_IDENTITY,GROOM_MOTHER_BIRTH_RECORD_IDENTITY,BRIDE_FATHER_BIRTH_RECORD_IDENTITY,BRIDE_MOTHER_BIRTH_RECORD_IDENTITY
1503,7,JULY,1932,,Alexr,Visser,PRIVATE 79TH DEPOT,?,39,"1 Carronhall Drive, Baillieston, Glasgow City",Margaret,Andersson,SILK MILL WORKER,D,33,"1 Holmwood Gardens, Langholm, Dumfries and Galloway",Edward,Visser,LOTTER,,Jane,Brown,,Nathan,Andersson,SPIRIT MERCHANT,,Isabella,Jones,,SYNTHETIC DATA PRODUCED USING VALIPOP,4289,4420,4289,4420,3300,3111,3384,3602,4289,4420,3111,3300,3602,3384
1504,19,AUGUST,1932,"Girvan South Ayrshire",Mathew,Hansen,POTTER,B,22,"2 Common Road, Cellardyke, Fife",Janet,Dumitru,HOUSEMAID,S,24,"3 Weensmoore, Scottish Borders",Lorenzo,Hansen,SHEPHERD,,Ann,Jones,,Jack,Dumitru,AG LAB,,Margaret,Rossi,,SYNTHETIC DATA PRODUCED USING VALIPOP,4593,4530,4593,4530,3504,3810,3534,4148,4593,4530,3810,3504,4148,3534
1505,21,JULY,1932,,Alexander,Andersson,PLOUGHMAN,D,42,"5 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",Anne,Demir,AG LAB,S,28,"74 Fairwinds Place, Coplandhill, Aberdeenshire",Nathan,Andersson,SPIRIT MERCHANT,,Isabella,Jones,,Conor,Demir,PLOUGHMAN,,Julia,Bouchard,,SYNTHETIC DATA PRODUCED USING VALIPOP,4165,4536,4165,4536,3384,3602,3885,4141,4165,4536,3602,3384,4141,3885
1507,27,JULY,1932,"South Ayrshire",John,Tkachenko,GLASS MAKER,B,26,"1 Northriggs, Manse, Scottish Borders",Irena,Savic,WINDER IN JUTE FACTORY,D,21,"3 Ceann An Ora, Na h-Eileanan Siar",Tiago,Tkachenko,AG LAB,,Anna,Santos,,Peter,Savic, ,,Laura,de Boer,,SYNTHETIC DATA PRODUCED USING VALIPOP,4571,5441,4571,5441,4010,4037,5433,5432,4571,5441,4037,4010,5432,5433
1508,18,MARCH,1932,"Hillhead Scottish Borders",Robert,Brown,HERRING FISHERMAN,B,21,"1 Curtecan Place, St Leonards, Ayr",Jeannet,WILLIAMS,SCHOLAR,S,17,"1 Ailsa Place, Girvan, South Ayrshire",Nathan,Brown,GENERAL LAB,,Hellen,Soto,,John,WILLIAMS,COTTON WEAVER (JOUR),,Alice,Jimenez,,SYNTHETIC DATA PRODUCED USING VALIPOP,4635,4763,4635,4763,3970,4253,3924,3109,4635,4763,4253,3970,3109,3924
1509,30,JANUARY,1932,,Michael,Wozniak,SCHOLAR,B,19,"32 Gordon Brown Place, Highland",Rose,Watanabe,SCHOLAR,S,19,"32 Gordon Brown Place, Highland",George,Wozniak,BLACKSMITH,,Ruth,Anderson,,James,Watanabe,MINISTER OF ALVA FREE CHURCH,,Margaret,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,4945,4950,4945,4950,4032,3947,4262,4155,4945,4950,3947,4032,4155,4262
1510,14,SEPTEMBER,1932,"Scaurs Jedburgh ",Jonas,Dang,AT SCHOOL,B,16,"1 Cleddans Road, Radnor Park, West Dunbartonshire",Rosa,Tahirovic,SCHOLAR,S,16,"1 Newcraigs Drive, Glasgow City",Alexander,Dang,CLERK (COTTON MILL),,Sofie,Smit,,Matthew,Tahirovic, ,,Catalina,,,SYNTHETIC DATA PRODUCED USING VALIPOP,5238,5046,5238,5046,5236,5235,5045,5044,5238,5046,5235,5236,5044,5045
1511,23,OCTOBER,1932,"Claggan Highland",Willia,Jones, ,B,19,"1 Strathmore Place, Borrowfield, Montrose",Agnes,Tkachenko,SCHOLAR,S,16,"2 Carr Crescent, Crail, Fife",Adam,Jones,AGR LABORER,,Mary,Rojas,,Tiago,Tkachenko,AG LAB,,Jane,Sanchez,,SYNTHETIC DATA PRODUCED USING VALIPOP,4831,4946,4831,4946,3586,3233,4094,4037,4831,4946,3233,3586,4037,4094
1517,6,AUGUST,1933,"Highland",John,Larsson,FARM STONE LABOURER,B,26,"1 Mallard Road, Aberdeenshire",Sara,Sahin, ,S,30,"1 Kilpatrick Drive, East Kilbride, South Lanarkshire",David,Larsson,CARTER,,Eva,Martinez,,James,Sahin, ,,Martina,,,SYNTHETIC DATA PRODUCED USING VALIPOP,4533,5272,4533,5272,3659,3845,5271,5270,4533,5272,3845,3659,5270,5271
1518,7,JANUARY,1933,,Jack,Ramirez,FISH MERCHANT,?,34,"1 Craiglockhart Gardens, Craiglockhart, City of Edinburgh",Mary,Carvalho,COTTON TWISTER,S,32,"1 Crofts Court, Ninewells North Lodge, Scottish Borders",Sean,Allen, ,,Emma,,,William,Carvalho,INN KEEPER,,Annette,Lopez,,SYNTHETIC DATA PRODUCED USING VALIPOP,5401,4402,5401,4402,5408,5407,3710,3503,5401,4402,5407,5408,3503,3710
1519,19,OCTOBER,1933,"Highland",James,Harutyunyan,COAL MINER,B,25,"1 Great Western Court, Buckie, Moray",Beatrice,Harutyunyan,MILLINER,S,23,"1 Cora Linn Court, North Ayrshire",John,Harutyunyan,STABLE GROOM,,Margory,Rivera,,James,Harutyunyan,HAWKER,,Jessie,Szabo,,SYNTHETIC DATA PRODUCED USING VALIPOP,4567,4604,4567,4604,3760,3755,3842,3471,4567,4604,3755,3760,3471,3842
1520,28,MAY,1933,"Bainsford Falkirk",Samuel,Jones,MALTMAN,B,27,"1 Preston Gardens, Annan, Dumfries and Galloway",Mary,Prochazka,GENERAL SERV,S,23,"4 Common Road, Cellardyke, Fife",Kenneth,Jones,BOOKSELLER WAREHOUSMAN,,Catherine,Maisuradze,,Robert,Prochazka,ENGINE SMITH,,Mary,Novak,,SYNTHETIC DATA PRODUCED USING VALIPOP,4453,4608,4453,4608,3346,3143,3998,3799,4453,4608,3143,3346,3799,3998
1521,14,SEPTEMBER,1933,"Girnick Scottish Borders",Miguel,Williams,COTTON WEAVER,B,29,"257 Sauchenbush Road, Templehall, Kirkcaldy",Elisabeth,Schroeder, ,S,22,"82 Hauplands Way, West Kilbride, North Ayrshire",Matheus,Williams,TAILOR,,Krystyna,Tremblay,,Thomas,Schroeder,BRICKMAKER,,Bridget,Novak,,SYNTHETIC DATA PRODUCED USING VALIPOP,4549,4668,4549,4668,4548,4547,3840,3727,4549,4668,4547,4548,3727,3840
1522,4,FEBRUARY,1933,"Dalry North Ayrshire",David,Santos,SCHOLAR,B,18,"1 Meadows Place, Lochgilphead, Argyll and Bute",Mary,Sanchez,SCHOLAR,S,19,"1 The Old Creamery, Netherurd House, Scottish Borders",Louis,Santos,HERD,,Catherine,Prochazka,,William,Sanchez,FARM SERVANT,,Sarah,de Boer,,SYNTHETIC DATA PRODUCED USING VALIPOP,4783,4740,4783,4740,4026,4011,3838,3679,4783,4740,4011,4026,3679,3838
1523,3,MARCH,1933,"Aberdeenshire",Archibald,Grigoryan,SCHOLAR,B,20,"3 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",Flora,Garcia,SCHOLAR,S,18,"252 Golf Course Road, Girvan, South Ayrshire",Yusuf,Grigoryan,ENGINE SMITH,,Hellen,Kovacevic,,John,Garcia,CLERK INLAND REVENUE,,Nellie,Garcia,,SYNTHETIC DATA PRODUCED USING VALIPOP,4743,4804,4743,4804,3972,4725,3788,3751,4743,4804,4725,3972,3751,3788
1524,7,JUNE,1933,"Annan Dumfries and Galloway",George,Bonik,CAL PR,B,26,"1 Meadow Park, Dumfries and Galloway",Martha,Smith, ,S,18,"1 Claggan, Highland",Alexr,Bonik,JOINER,,Isabella,Rojas,,Thomas,Smith,CLOTHES DEALER,,Michela,Saar,,SYNTHETIC DATA PRODUCED USING VALIPOP,4523,4800,4523,4800,3412,3413,4685,4684,4523,4800,3413,3412,4684,4685
1525,8,AUGUST,1933,,Markus,Markovic,FARMER SON,?,32,"46 Stewart Place, East Ayrshire",Mary,Huseynov, ,S,24,"1 Stronvaar Avenue, Campbeltown, Argyll and Bute",Ren,Markovic,BUTCHER (MASTER),,Ana,Abdullayev,,Mantas,Huseynov,BLEACHER,,Hannah,Lopez,,SYNTHETIC DATA PRODUCED USING VALIPOP,4755,4814,4755,4814,4752,4751,4511,3848,4755,4814,4751,4752,3848,4511
1531,6,JANUARY,1934,"Grubbit Mill Scottish Borders",Hugo,Smith,ENGINE KEEPER (MANUFACTORY),B,36,"1 Claggan, Highland",Jessie,Nguyen,NURSE,W,33,"1 Crosbie Road, Troon, South Ayrshire",Thomas,Smith,CLOTHES DEALER,,Michela,Saar,,Patrick,Nguyen,RETIRED SOLICITOR,,Jane,Sepp,,SYNTHETIC DATA PRODUCED USING VALIPOP,4692,4396,4692,4396,4685,4684,3508,3368,4692,4396,4684,4685,3368,3508
1532,1,FEBRUARY,1934,"South Ayrshire",William,Brown,BLACKSMITH (JOURNEYMAN),B,26,"1 Calfward Park, Allanbank, Lauder",Amy,Smith,DOMESTIC SERV,S,23,"1 Claggan, Highland",John,Brown,LABOURER,,Noemie,Iliev,,Thomas,Smith,CLOTHES DEALER,,Michela,Saar,,SYNTHETIC DATA PRODUCED USING VALIPOP,4563,4686,4563,4686,4305,3497,4685,4684,4563,4686,3497,4305,4684,4685
1533,18,FEBRUARY,1934,"Argyll and Bute",Thomas,Sanchez,PLOUGHMAN,B,21,"1 Gemmell Crescent, Braehead, Ayr",Christina,Harutyunyan,SCHOLAR,D,20,"1 Great Western Court, Buckie, Moray",Matthew,Sanchez,COACH DRIVER,,Janet,Sepp,,John,Harutyunyan,STABLE GROOM,,Margory,Rivera,,SYNTHETIC DATA PRODUCED USING VALIPOP,4713,4738,4713,4738,3836,3915,3760,3755,4713,4738,3915,3836,3755,3760
1534,8,MARCH,1934,"Annan Dumfries and Galloway",Tomas,Savic, ,B,18,"480 Braal Castle Road, Caithness",Margt,Maisuradze,SCHOLAR,S,18,"2 John Simpson Drive, Stranraer, Dumfries and Galloway",Peter,Savic, ,,Laura,de Boer,,Angus,Maisuradze,BLACKSMITH EMPLOYING 2 MEN 4 BOYS & A CLERK,,Mary,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,5440,4812,5440,4812,5433,5432,3942,3973,5440,4812,5432,5433,3973,3942
1535,6,JULY,1934,"Drumbeg Stirling",Joshua,Tasev,IRON WORK LABOURER,B,25,"1 Kinacres Grove, Carriden, Falkirk",Rose,Garcia,SCHOOLAR,S,18,"252 Golf Course Road, Girvan, South Ayrshire",Daiki,Tasev,FISHERMAN,,Laura,Smit,,John,Garcia,CLERK INLAND REVENUE,,Nellie,Garcia,,SYNTHETIC DATA PRODUCED USING VALIPOP,5081,4806,5081,4806,5077,5076,3788,3751,5081,4806,5076,5077,3751,3788
1536,5,MAY,1934,"Aberdeenshire",David,Wozniak,PLOUGHMAN,B,27,"1 Mansefield, Auchreoch, Stirling",Bridget,Pena,SCHOLAR,S,17,"41 Ard Struan Road, Highland",John,Wozniak,SMITH'S HAMMERMAN,,Mary,Jones,,Simon,Pena,BAKER (JOURNEYMAN),,Mary,Kovacevic,,SYNTHETIC DATA PRODUCED USING VALIPOP,4463,4816,4463,4816,3794,3666,4098,4411,4463,4816,3666,3794,4411,4098
1543,2,NOVEMBER,1935,"Allanbank Lauder ",Veeti,Popa,PLOUGHMAN,B,29,"1 Christchurch Place, Westwood, East Kilbride",Javiera,Moreau,BLEACHER,S,28,"1 Kirk Road, Stane, Shotts",Nathan,Popa,COTTON WEAVER,,Anna,Stan,,Lucas,Moreau, ,,Grace,Ivanovic,,SYNTHETIC DATA PRODUCED USING VALIPOP,5002,5280,5002,5280,4994,4993,5277,5276,5002,5280,4993,4994,5276,5277
1544,11,JUNE,1935,"Berryhill Strathaven ",David,Novak, ,B,39,"2 Glen Gardens, Braeleny Farm, Callander",Elsie,Brown,WORKER AT LINEN FACTORY,S,29,"1 Calfward Park, Allanbank, Lauder",John,Novak,CARTER,,Margaret,Anderson,,John,Brown,LABOURER,,Noemie,Iliev,,SYNTHETIC DATA PRODUCED USING VALIPOP,4233,4532,4233,4532,3032,2737,4305,3497,4233,4532,2737,3032,3497,4305
1545,13,JANUARY,1935,"Northbank Farm Steadings St Andrews ",Thomas,Nguyen,IRONSTONE MINER,B,27,"1 Caltrop Place, Hillpark, Bannockburn",Mary,Sanchez,DRESS MAKER,S,26,"1 Gemmell Crescent, Braehead, Ayr",Mikkel,Nguyen,HAIR DRESSER,,Caroline,Greco,,Matthew,Sanchez,COACH DRIVER,,Janet,Sepp,,SYNTHETIC DATA PRODUCED USING VALIPOP,4495,4572,4495,4572,3620,3374,3836,3915,4495,4572,3374,3620,3915,3836
1546,13,APRIL,1935,"Na h-Eileanan Siar",John,Harutyunyan,ARCHITECT,B,24,"1 Great Western Court, Buckie, Moray",Cecilia,Huseynov,DOMESTIC SERVANT,S,23,"94 Canalside, City of Edinburgh",John,Harutyunyan,STABLE GROOM,,Margory,Rivera,,Mantas,Huseynov,BLEACHER,,Hannah,Lopez,,SYNTHETIC DATA PRODUCED USING VALIPOP,4663,4676,4663,4676,3760,3755,4511,3848,4663,4676,3755,3760,3848,4511
1547,9,MARCH,1935,"East Meetings Fife",Alexander,Santos,BOOT CLOSER,B,20,"1 Meadows Place, Lochgilphead, Argyll and Bute",Jane,Soto,PRINTWORK HAND,W,25,"3 Cora Linn Court, North Ayrshire",Louis,Santos,HERD,,Catherine,Prochazka,,John,Soto,PORTER,,Regina,Williams,,SYNTHETIC DATA PRODUCED USING VALIPOP,4845,4664,4845,4664,4026,4011,4379,3595,4845,4664,4011,4026,3595,4379
1548,8,APRIL,1935,"Croc North Ayrshire",Laurence,Hojgaard,MILL WRIGHT,B,22,"1 Glenburn Avenue, Eildon Mains, Scottish Borders",Helen,Prochazka,HOUSE KEEPER,S,21,"4 Common Road, Cellardyke, Fife",Mehmet,Hojgaard,CALICO PRINTER,,Agnes,Szabo,,Robert,Prochazka,SHOEMAKER & CHELSEA PENSIONER,,Mary,Novak,,SYNTHETIC DATA PRODUCED USING VALIPOP,4741,4782,4741,4782,3904,4482,3998,3799,4741,4782,4482,3904,3799,3998
1549,12,SEPTEMBER,1935,"Aberdeenshire",D,Smith,CARTER,B,22,"1 Claggan, Highland",Jean,Szabo,MUSLIN SEWER,S,21,"1 Braehouse, Scottish Borders",Thomas,Smith,CLOTHES DEALER,,Michela,Saar,,William,Szabo,PUDDLER (IRON),,Leah,Varga,,SYNTHETIC DATA PRODUCED USING VALIPOP,4707,4778,4707,4778,4685,4684,4580,3963,4707,4778,4684,4685,3963,4580
1550,27,SEPTEMBER,1935,"Lessudden House Scottish Borders",Thomas,Sanchez,PLOUGHMAN,W,25,"72 Bayview, Argyll and Bute",Elizabeth,Brown,JUTE WEAVER,S,24,"1 Curtecan Place, St Leonards, Ayr",Matthew,Sanchez,COTTON WEAVER,,Janet,Sepp,,Nathan,Brown,SHEPHERD,,Hellen,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,4713,4780,4713,4780,3836,3915,3970,4253,4713,4780,3915,3836,4253,3970
1551,9,DECEMBER,1935,"Middle Grange Aberdeenshire",Joseph,Reyes,MASON,B,21,"1 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",Violet,Jimenez,SCHOLAR,S,19,"56 The Fieldings, East Ayrshire",Hugo,Reyes,PROPRIETOR OF HOUSES,,Jessie,Schmidt,,Lachlan,Jimenez,BLACKSMITH,,Sarah,Martinez,,SYNTHETIC DATA PRODUCED USING VALIPOP,4703,4772,4703,4772,3498,4369,3742,3925,4703,4772,4369,3498,3925,3742
1552,22,SEPTEMBER,1935,"Haughead Scottish Borders",Thomas,Garcia,JOINER,B,22,"252 Golf Course Road, Girvan, South Ayrshire",Ann,Brown,SCHOLAR,S,17,"1 Curtecan Place, St Leonards, Ayr",John,Garcia,CLERK INLAND REVENUE,,Nellie,Garcia,,Nathan,Brown,SHEPHERD,,Hellen,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,4805,4940,4805,4940,3788,3751,3970,4253,4805,4940,3751,3788,4253,3970
1553,21,JUNE,1935,"Stenton Glenrothes ",Donald,Santos,SCHOLAR,B,20,"1 Meadows Place, Lochgilphead, Argyll and Bute",Hannah,Martinez, ,S,18,"99 Anchor Crescent, Seedhill, Paisley",Louis,Santos,HERD,,Catherine,Prochazka,,Jon,Martinez, ,,Irena,Guo,,SYNTHETIC DATA PRODUCED USING VALIPOP,4873,5476,4873,5476,4026,4011,5471,5470,4873,5476,4011,4026,5470,5471
1560,20,APRIL,1936,"East Ayrshire",Daniel,Tasev,COAL MINER,B,26,"1 Kinacres Grove, Carriden, Falkirk",Jane,Szabo,SPIRIT MERCHANTS DAUGHTER,S,24,"1 Northriggs, Manse, Scottish Borders",Daiki,Tasev,FARMER OF 20 ACRES,,Laura,Smit,,James,Szabo,DOCK LB,,Anna,Santos,,SYNTHETIC DATA PRODUCED USING VALIPOP,5079,4714,5079,4714,5077,5076,4010,3941,5079,4714,5076,5077,3941,4010
1562,5,JUNE,1936,"Braeleny Farm Stirling",Viktor,De Vries,MESSAGE BOY,B,20,"1 Farnell Way, Bellyeoman, Dunfermline",Maria,Savic, ,S,19,"480 Braal Castle Road, Caithness",Juho,De Vries,UPHOSTERER,,Lea,Davis,,Peter,Savic, ,,Laura,de Boer,,SYNTHETIC DATA PRODUCED USING VALIPOP,5193,5439,5193,5439,5188,5187,5433,5432,5193,5439,5187,5188,5432,5433
1563,11,FEBRUARY,1936,"Aberdeenshire",William,Pena,FARMER SON,B,22,"41 Ard Struan Road, Highland",Annie,Wozniak,COTTON WEAVER,S,21,"2 Leideag, Na h-Eileanan Siar",Simon,Pena,BAKER (JOURNEYMAN),,Mary,Kovacevic,,William,Wozniak,IRON WORKS LABOURER,,Sophie,Ilves,,SYNTHETIC DATA PRODUCED USING VALIPOP,4785,4848,4785,4848,4098,4411,4276,4095,4785,4848,4411,4098,4095,4276
1564,19,FEBRUARY,1936,"Na h-Eileanan Siar",David,Wozniak,COTTON WEAVER,B,26,"1 Mansefield, Auchreoch, Stirling",Grace,Harutyunyan,SCHOLAR,S,17,"1 Great Western Court, Buckie, Moray",John,Wozniak,SMITH'S HAMMERMAN,,Mary,Jones,,John,Harutyunyan,STABLE GROOM,,Margory,Rivera,,SYNTHETIC DATA PRODUCED USING VALIPOP,4665,4934,4665,4934,3794,3666,3760,3755,4665,4934,3666,3794,3755,3760
1565,25,FEBRUARY,1936,"Heatherknowe Portlethen ",James,Demir,IRONWKS LAB,B,21,"1 Rowan Road, Soroba, Oban",Margaret,Wozniak, ,S,17,"2 Leideag, Na h-Eileanan Siar",Conor,Demir,PLOUGHMAN,,Julia,Bouchard,,William,Wozniak,IRON WORKS LABOURER,,Sophie,Ilves,,SYNTHETIC DATA PRODUCED USING VALIPOP,4837,4982,4837,4982,3885,4141,4276,4095,4837,4982,4141,3885,4095,4276
1566,17,DECEMBER,1936,"Aberdeenshire",Pedro,Muratovic,BREWER,B,42,"1 Whitfield, Dundee City",Mary,Iliev,SCHOLAR,S,16,"3 Pairc Uilleim, Highland",Cameron,Muratovic,FARMER OF 10 ACRES,,Aoi,Contreras,,Patrick,Iliev,TAILOR JOURNEYMAN,,Dorina,Morales,,SYNTHETIC DATA PRODUCED USING VALIPOP,5109,4984,5109,4984,5108,5107,4441,4304,5109,4984,5107,5108,4304,4441
1571,13,AUGUST,1937,"Hillhead Scottish Borders",John,Schroeder,COAL MINER,B,32,"38 Raonmor, Highland",Laura,Popa, ,S,36,"1 Christchurch Place, Westwood, East Kilbride",James,Schroeder,UPHOLSTERER,,Alicia,Zarins,,Nathan,Popa,FARMER OF 20 ACRES EMPLOYING 1 FARM SERVANT,,Anna,Stan,,SYNTHETIC DATA PRODUCED USING VALIPOP,4497,5004,4497,5004,3656,3467,4994,4993,4497,5004,3467,3656,4993,4994
1572,19,NOVEMBER,1937,"Baillieston Glasgow City",Luiz,Taylor,PLOUGHMAN,B,23,"33 Leyland Road, North Bishopbrae, Bathgate",Isabella,Rossi, ,W,29,"1 Ettrickbraes, Scottish Borders",Lucas,Taylor, ,,Giovanna,,,Daniel,Rossi,GROCER,,Isabella,Watanabe,,SYNTHETIC DATA PRODUCED USING VALIPOP,4992,4568,4992,4568,4991,4990,3750,3563,4992,4568,4990,4991,3563,3750
1573,18,FEBRUARY,1937,"Cullen Moray",David,Mohamed,COAL MERCHANT,B,24,"1 Garnock Street, Dalry, North Ayrshire",Elisabeth,Schroeder,MUSLIN SEWER,S,26,"38 Raonmor, Highland",John,Mohamed,SLATER,,Ann,Petrauskas,,James,Schroeder,UPHOLSTERER,,Alicia,Zarins,,SYNTHETIC DATA PRODUCED USING VALIPOP,4739,4626,4739,4626,3784,3945,3656,3467,4739,4626,3945,3784,3467,3656
1574,17,SEPTEMBER,1937,"Aberdeenshire",Sigurour,Smith,LITHOGRAPHIC PRINTER (JOUR),B,27,"1 Claggan, Highland",Flora,WILLIAMS, ,S,26,"1 Greenhead Street, South Ayrshire",Thomas,Smith,CLOTHES DEALER,,Michela,Saar,,James,WILLIAMS,LAB,,Margaret,Anderson,,SYNTHETIC DATA PRODUCED USING VALIPOP,4687,4632,4687,4632,4685,4684,3910,3675,4687,4632,4684,4685,3675,3910
1575,28,JANUARY,1937,"Foulden New Mains Scottish Borders",Willia,Bonik,IRONSTONE CHARR FILLER,B,32,"1 Millbank Road, Stranraer, Dumfries and Galloway",Maria,Bandara, ,S,26,"308 Baberton Mains Drive, Baberton, City of Edinburgh",Wm,Bonik,MINISTER OF HOLY TOWN ESTABLISHED CHURCH,,Agnes,Sanchez,,Jonas,Bandara, ,,Izaro,Silva,,SYNTHETIC DATA PRODUCED USING VALIPOP,4391,5550,4391,5550,3388,3357,5549,5548,4391,5550,3357,3388,5548,5549
1576,17,NOVEMBER,1937,"Croc North Ayrshire",James,Szabo,COLLECTOR TO GAS LIGHT CO,B,24,"1 Braehouse, Scottish Borders",Janet,Schroeder,SCHOLAR,S,20,"82 Hauplands Way, West Kilbride, North Ayrshire",William,Szabo,PUDDLER (IRON),,Leah,Varga,,Thomas,Schroeder,BRICKMAKER,,Bridget,Novak,,SYNTHETIC DATA PRODUCED USING VALIPOP,4715,4868,4715,4868,4580,3963,3840,3727,4715,4868,3963,4580,3727,3840
1577,24,MARCH,1937,"Aberdeenshire",Luca,Smith,PLOUGHMAN,B,30,"1 Claggan, Highland",Linnea,Popa,SCHOLAR,S,19,"1 Christchurch Place, Westwood, East Kilbride",Thomas,Smith,CLOTHES DEALER,,Michela,Saar,,Nathan,Popa,FARMER OF 20 ACRES EMPLOYING 1 FARM SERVANT,,Anna,Stan,,SYNTHETIC DATA PRODUCED USING VALIPOP,4688,4996,4688,4996,4685,4684,4994,4993,4688,4996,4684,4685,4993,4994
1578,3,APRIL,1937,"Hattonrigg Bellshill ",John,Huseynov,MILL CARD SHARPER,B,26,"94 Canalside, City of Edinburgh",Annie,Maisuradze,SCHOOL,S,18,"2 John Simpson Drive, Stranraer, Dumfries and Galloway",Mantas,Huseynov,BLEACHER,,Hannah,Lopez,,Angus,Maisuradze,BLACKSMITH EMPLOYING 2 MEN 4 BOYS & A CLERK,,Mary,Soto,,SYNTHETIC DATA PRODUCED USING VALIPOP,4607,4872,4607,4872,4511,3848,3942,3973,4607,4872,3848,4511,3973,3942
1579,15,SEPTEMBER,1937,"Aberdeenshire",John,Demir,STUDENT,B,21,"1 Rowan Road, Soroba, Oban",Flora,Mohamed,SCHOLAR,S,16,"42 Ard Struan Road, Highland",Conor,Demir,PLOUGHMAN,,Julia,Bouchard,,James,Mohamed,GAMEKEEPER,,Mary,Andersson,,SYNTHETIC DATA PRODUCED USING VALIPOP,4867,5074,4867,5074,3885,4141,4332,4119,4867,5074,4141,3885,4119,4332
1580,3,MARCH,1937,"Highland",Arthur,Bolkvadze,CLERK IN POST OFFICE,B,22,"1 Thomson Place, Clackmannanshire",Elif,Perez,SCHOLAR,S,17,"1 Balloch, Highland",Hugo,Bolkvadze, ,,Ana,,,Michael,Perez,POLICE CONSTABLE,,Francisca,Jensen,,SYNTHETIC DATA PRODUCED USING VALIPOP,5315,5513,5315,5513,5314,5313,5511,5510,5315,5513,5313,5314,5510,5511
1581,2,FEBRUARY,1937,"Highland",Peter,Harutyunyan,CARTWRIGHT,B,26,"1 Great Western Court, Buckie, Moray",Ann,Hernandez,SCHOLAR,S,16,"1 Big Sand Road, Highland",John,Harutyunyan,STABLE GROOM,,Margory,Rivera,,Thomas,Hernandez,LABOURER AGRICULT,,Catherine,Kiss,,SYNTHETIC DATA PRODUCED USING VALIPOP,4711,5054,4711,5054,3760,3755,3944,3933,4711,5054,3755,3760,3933,3944
1582,10,SEPTEMBER,1937,"Wooden Scottish Borders",Peter,Harutyunyan,BLOCK PRINTER,B,28,"1 Cora Linn Court, North Ayrshire",Jessie,Watanabe,SCHOLAR,S,16,"1589 Castle Road, South Ayrshire",James,Harutyunyan,HAWKER,,Jessie,Szabo,,James,Watanabe,MINISTER OF ALVA FREE CHURCH,,Margaret,Smith,,SYNTHETIC DATA PRODUCED USING VALIPOP,4631,5070,4631,5070,3842,3471,4262,4155,4631,5070,3471,3842,4155,4262
1586,30,MAY,1938,"Highland",Will,Harutyunyan,SCHOLAR,B,19,"1 Great Western Court, Buckie, Moray",Elizabeth,Santos,SCHOLAR,S,20,"1 Meadows Place, Lochgilphead, Argyll and Bute",John,Harutyunyan,STABLE GROOM,,Margory,Rivera,,Louis,Santos,HERD,,Catherine,Prochazka,,SYNTHETIC DATA PRODUCED USING VALIPOP,4933,4904,4933,4904,3760,3755,4026,4011,4933,4904,3755,3760,4011,4026
1587,16,APRIL,1938,"Wooden Scottish Borders",Lorenzo,Gauthier,SADDLER,B,22,"1 Dee Terrace, Little Earnock, South Lanarkshire",Agnes,Sanchez,SCHOLAR,S,16,"1 The Old Creamery, Netherurd House, Scottish Borders",Aaron,Gauthier,AG LAB,,Anna,Dimitrov,,William,Sanchez,FARM SERVANT,,Sarah,de Boer,,SYNTHETIC DATA PRODUCED USING VALIPOP,5362,5088,5362,5088,5357,5356,3838,3679,5362,5088,5356,5357,3679,3838
1588,8,MARCH,1938,"Allanbank Lauder ",Benjamin,Martinez,AG LAB,B,22,"99 Anchor Crescent, Seedhill, Paisley",Maggie,Pena, ,S,16,"41 Ard Struan Road, Highland",Jon,Martinez, ,,Irena,Guo,,Simon,Pena,BAKER (JOURNEYMAN),,Mary,Kovacevic,,SYNTHETIC DATA PRODUCED USING VALIPOP,5478,5094,5478,5094,5471,5470,4098,4411,5478,5094,5470,5471,4411,4098
